,business_id,cool,date,funny,review_id,stars,text,useful,user_id
574,4twpbw7n4DmsLxAm6-sMkg,0,2015-10-06,0,ql_y3bNefJJHbCKZKm0k3g,5,"LOVE the food here! 

Always amazing friendly service. The atmosphere is good it's a very simple place inside out but the food is killer! I always come here when I need my Korean food fix! 

The pork bone soup is awesome the meat basically falls of the bone! (Perfection) 

The Bibimbap is always my go to dish! It tastes like the best mothers home cooked meal! 

I love how they are always attentive to make sure you get your pickles and such at the beginning and how friendly and welcoming they are. Great place to go with a family, group, as a couple or alone!",0,kBNFdviedCPFWyR-wVaAzw
734,t5nyOtnEv455rShOS_g3RA,0,2015-08-16,0,hGEpM4ndT2NnUyrTp7TpUg,2,We ordered the 2 fish combo and fish burrito. I found the best idem to be their cocktail sauce. Over priced. Small portions.,2,HeK9vYCsGCcNddefnpepyg
973,ZCzey5aPhd7jYIoHsUfjmQ,0,2017-02-19,0,dicOVEe-9bPSEfqB1x-27A,5,Excellent food and service very friendly servers would seriously recommend the tuna chips and soft buns.,0,Z1EkfE0FnO_cRXzONymxvA
563,r_BrIgzYcwo1NAuG9dLbpg,0,2015-11-08,0,xYd_ZaAxJ5yMCcn18suCtg,5,"I was on the phone trying to order with Khao San Road for over 30 mins calling back over and over again. No one picked up. Called here they picked up on the third ring took my order and had it ready in 15mins with a smile on their faces. 

^ that is service worth  great job! 

Will defiantly be coming here more often.",0,kBNFdviedCPFWyR-wVaAzw
939,cZJ8DfdiLzILcdGSOCWI3g,0,2008-08-09,0,Eoxg-VhiE2lDyg1aSpMbCQ,5,"We absolutely love Sprouts! We shop here almost exclusively (only at other stores for things that we can't get or the price is too high to justify...but that includes very few items). The produce is always fantastic (and cheap!!), then meat is so tasty and fresh, and the cheese....oh I just love the cheese section! The cheese is cheaper than what you will find at other grocery stores...we did a price comparison. I know when I shop at Sprouts I am not getting overly processed, full of preservatives. I am getting fresh food!! What a concept, huh? And the bulk section is fantastic. I love being able to buy spices and flour and anything else you can think of (especially the chocolate covered toffees!!) in just the amount I need. Then it is always fresh and I don't have to wonder how long I've had that dried rosemary! And, it is a local Arizona store, which makes me even happier.",1,dNNhk8urecrV_otn7kiziA
793,LNGBEEelQx4zbfWnlc66cw,0,2011-10-27,0,YgIvr5Za2RaTIZShxyoA8Q,5,"OK OK this is the BEST buffet in Vegas period.  there is a lot of variety. the desserts are very good.  The lamb shoulder cooked to perfection.  but what does it is FREE all you can drink beer and wine.  I'm talkin about the regular buffet on Wednesday under $55 for two.  without a players club. we got to the line around 7 and were seated about 7:15. it wasn't to busy.
at the dessert bar you can order fresh coffee or a latte with Kahlua. If somebody hadn't told us we wouldn't have known. 
      everything was really good. The place is very clean.  Don't bother looking for the bathroom its not in the Buffet its outside to the right.",0,D1_nrBr4dOrs7M82OaBRwQ
311,gqdqnFg2lYeSyS20q2ZK_Q,0,2014-04-14,1,caHQiDwI7N9GyFRfOeOk5Q,1,I'm no sure if we got a bad box or not...but these are the most disgusting pastries I have ever had. Four of us shared a mixed box and sampled each one. Everyone of us gagged. One person spit the lemon from the lemon meringue across the room. This will haunt me for years!,0,KA3YwBSc1oqe7SzHErshJA
601,gEv1Og5uGDLw9HkbKSGUZw,0,2016-02-27,0,AVutsGbOCKlesul0HrXSFg,5,"Love love love this place! 


Tacos tacos  

Firstly just need to say I put the habanero hot sauce on everything here to give it a little kick! ... If you love spice defiantly try it.  Also rule of thumb *squeeze* that lime on everything ! Tacos and in drinks .... Just go wild. 

Shrimp tacos were juicy and great 

Fish taco was great and flaky 

They had a Trout taco day feature which was great (with a little lime and hot sauce)

Chicken and beef tacos had a decent amount of meat in them and were nicely cooked and shredded. 

The Vegetarian option was surprisingly also very tasty and flavourful 


Ceviche love the jalapeño touch inside but fish and tomatoes needs to be chopped up more for better chip grabbing fun. 


Margarita pitcher could use a little more lime less agave and more tequila.... Less sweetness and more pungent twist and kick in the mouth to go with those tasty tacos. (I just ordered extra tequila and added to my cup.... But I would say about 4 more shots in the pitcher would fix it)

Over all very great vibes...music is beautiful loud and upbeat. Friendly staff. Great place to go grab a bite laugh and enjoy a fun Latin vibes time",0,kBNFdviedCPFWyR-wVaAzw
400,ewIXHLlaIfp9U3NrsgilVw,0,2009-08-06,0,lt7nl9Zlmlo8Uq175yIVaA,3,"My first time to try Brazilian Steakhouse a couple years ago and I went to dine at Yolie's.  Atmosphere is serene and romantic, salad bar is not as articulate as Texas de Brazil, however the food is just the same ~ great steaks, friendly gauchos but not as friendly as TdB's gauchos, price range is reasonable (shelled out $35 for dinner of 1).  I would recommend this place.",0,AuIK5tF2GjO7SftHawTLKw
213,foD6m1lhxAAfNEHdUbBpOA,3,2012-09-20,2,5AaqmPwBBcxE_vB6k8fFyQ,5,"I love this park.  I love the tennis courts.  I love the lake (or pond?).  I love the aggressive geese that steal picnic dinners out of unsuspecting children's hands.  I love the interesting people that study, read, and play frisbee on ""hippie hill"".  I love the bridge to the band shell.  I love the yoga that is offered here on occasion.  I love the caddywampus dogs that people are walking here.  I love the random fishermen.  I love catching a little bit of a baseball game here.  I love the train.  I love the second playground with its big sandbox and swings.  I love the nature trails.  BUT, the thing I love the most is having a picnic in this park on a lovely day-- loading my car with scooters and bicycles and balls and dolls and watching my children behave wildly!  I also love the lacrosse for girls offered by CYLA at this park.  

--Festival in the Park is a fun (but crowded) event held here annually.
--lots of charity walks and runs here...
--bathrooms are at your own risk!  yucky!",2,OQT9DjfBrzrwOEdVJjuYIA
517,6NVkLU4d556yKNUPqDjjlg,0,2014-06-21,0,M0APvULM1g1rv5VJe9L6vg,2,"1. Loukoumades (Fried dough balls with honey): fully soaked in the honey syrup and sprinkled with cinnamon. Good, but probably even better when warm. 

2. Galaktoboureko (Greek custard pie): Loaded with custard. The custard was not too sweet and wasn't like a smooth pudding consistency; it was thicker and not runny.",1,UGW-9bbBEB3eP1o6mWD_WA
71,brVIRXT4AubkUbe6P-NAAA,0,2016-05-01,0,IRw-bVzY_9ASqmeDLzXPig,3,"Laser maze is a blast for the kids, check Groupon for deals so you don't break the bank.

Love the sitting area outside, great for waiting parents when the weather is cool and breezy.

Bummer that you can't even bring water for a birthday party, it's $0.99 per additional 8oz bottle, but it beats the $1.25 pouch of Carpi Sun.  My kids love ice cream but we couldn't bring an ice cream cake either.  Loosen up, allow us to bring water (this is AZ) and our own cakes for the parties.",3,0pf5VuzE4_1pwj5NJHG5TQ
81,RkXZ4Gx6SHmSMe_R9c1Dcw,0,2016-05-29,0,AMGQSX4_VdyhW7uGX-26rw,3,"Meh. Hit or miss with service and sale items. It's always clean with ample parking, hence the 3.",0,0pf5VuzE4_1pwj5NJHG5TQ
448,wcLX8aToZJF4AR-qkpI2Ag,0,2015-04-13,0,qeN5z3SrX18R7AJyAnJ5aQ,5,great experience from beginning to the end. Our driver Thomas was the best and made my family feel awesome. Thank you Thomas!,0,K6Z1aUPBsbrlvOMR92FY3A
306,rIgbi8lCr85UIKSQDVetZw,1,2014-12-28,0,bdBIdDGgiVYXX6LMQr7kMg,1,"If this place wasn't on the  lake/channel it would be out of business.   Crap food, blah service.  Avoid.  Nice outside deck.  That is why it gets a star.",4,FHwl6kaKdD5-KAnfVb_pKQ
863,sEjy65M87W8dLka1YD_-JQ,0,2011-06-27,0,8KmvTNOtspezwCjwWOa2Yg,3,So we went here and we had fun. We did the $20 for 1 hour and ride all the rides you want. They had about 5 to 6 rides for kids and 2 rides for adults. Its ok. It is one of those places that you go once and then thats it. he mini carts were fun but I would not do it again. I dont know why. Maybe its the smell of the fumes coming from the carts or maybe it just did not do it for me. Even our 8 yo was just ok with it. I guess it depends on how much you like mini cart rides.,0,qr9hmaIxq1z9ycgT28PpRw
443,v6RhvRotIsYbj4yySqxzoA,0,2016-06-29,0,c0yPNW622TY-O7Mmu2s9qw,2,"Mike showed up on time.  He gave me a price over the phone,  but said we could negotiate up or down depending on what I had.  I should have rented a truck from Home Depot since it was only a pickup load size and weight. The cost would have been less than 1/2 the $200 he charged me.  I tried negotiating with him but no luck,  so I gave up. Wouldn't use again. Ron",0,0877-6BXaVs0oIe-kS6OQQ
181,WDW78rMY3nE4pG3KpEMM_g,0,2016-09-29,0,___ihzPtXHN6nDgyGQdw8A,1,"I am going on a long vacation out of the country and talked to DISH on Sept 19. 2016. I told them to cancel my service on Sept 30, 2016. I also was told to give them notice at least two before to get the return boxes. I did this on the 19 and was told the boxes would be sent. Now on the 27 no boxes. I called again the agent said they were sent wait two more day now the 29 no boxes. I just called today to find out the boxes were never sent. I am leaving on October 4, 2016. The person said they would try to get the boxes to me before October 3 and also gave me a number of one of there retailer outlet. This was to see if they would pick up the equipment they said they could not if they did I would be charged month to month. This again shows DISH has no service or communication within their company. I am very disappointed that I have been lie to by over three representative. I do not expect to see the boxes for the return in the time they promised. I would not recommend this company if something as easy as this cannot be processed.",3,dQzQ4bN0Rnb8M-0LqTl3-g
941,_La8tdlfTh8Eth-uvt6slw,0,2017-09-21,0,bwOHJLyDoy-jr5hI8M9j3Q,5,"He did good work on my SV650 ABS, General maintenance and handle bar conversion.  Planning on getting more work done in the future.",0,Teba4neRBflxn4kvaIV0xg
950,grk4okZqtxGgUe-HhYPLIw,0,2014-11-09,0,htoCbKEMK3i8OoMJh2o0Og,1,"STAY AWAY!!  The food was absolutely some of the worst I've eaten.  There is nothing Japanese about the cuisine.  Meat either overcooked or heated in a microwave.  Steak, chicken and shrimp with rubber consistency.  Vegetables overcooked.  Sushi didn't appear to be fresh.......Everything thrown in the garbage.  Wasted money!!",0,IFXnfPpeXNv6B4Tr__VjvQ
407,A5Rkh7UymKm0_Rxm9K2PJw,0,2009-08-06,0,-kK8CqRPb72BXy-DO9r0zw,4,Besides Blue Martini - Yard House is a new hang-out for cocktails spot in Las Vegas.  They have a vast selection of food and libacious drinks.  Music is always blaring so the patio is a good spot if one wants to have a conversation or to people watch.,0,AuIK5tF2GjO7SftHawTLKw
29,th4pZ5LkoIIkb1Vmu_m2DA,0,2012-02-12,0,c4zzAD1S6721Fh-acCBy-g,4,The food was ok. You get a lot of food for the price. There is bot a lot of seating.,0,FjH3TH8OvHGLNEbzdEYlNg
751,IQhBsMtHfZy72-1ivmEgTA,0,2017-03-24,0,afmJHLZPnkVW36OTha8b4w,5,"Food was good.  Prices were less than Jen's across the street and the meat portions were bigger.  We got 2 salad rolls and 2 orders of B6, beef, pork, chicken, and spingroll, with veggies.  Paid $35 after tip and left full!

Will be coming back!",0,InjJePwBmAygDVOxuDJ-OQ
566,0LxAyxAnnCXq3KdLlq-APg,0,2015-06-30,0,pm-tsg8K6uOx3Q4w3I2okg,1,"-5 stars literally saw the 'chef' lick her fingers over and over again while I waited for my orange juice. Then she started setting up people's dishes .... With her bare hands...Disgusting place... Extremely unsanitary!!!! After waiting 10mins to receive my orange juice while almost puking watching the levels of sanitation plummet more and more I was then presented with half a cup of juice. When I asked to upgrade to a full cup I was then told that's the only amount I can buy? Okay guess they don't want to make money. 

Tip- save yourself the nausea go somewhere  else",1,kBNFdviedCPFWyR-wVaAzw
10,yFumR3CWzpfvTH2FCthvVw,0,2016-06-15,0,STiFMww2z31siPY7BWNC2g,5,I have been an Emerald Club member for a number of years.  I have always been very satisfied with their vehicles and customer service.  This recent visit to Pittsburgh was no exception.,0,TlvV-xJhmh7LCwJYXkV-cg
901,EUg6vHQRLHRw39bmompHcw,0,2010-07-06,0,ZcjiVPOEZzXwW-he9_-jeA,5,"I love Dutch Bros!  I'm a dedicated punch-card holder, addicted to iced Kickers, which are their Irish-cream flavored specialty.  They're really rich though, just so you know what you're getting into before you take my advice.  They make it with cream, but you can also get it with less fatty milks (or soy milk).  If you want the full experience, get the cream though.  

I also love that their prices are all in increments of $0.25, including tax.  It's just a nice touch.  :)",1,vbe6VKvvOHn0BkqAhhmEmw
197,HDv-KchmLSlRr5MXxRkNqQ,0,2012-08-18,0,sjvlLg6iKlsw4pje1-FElg,3,"I have passed this spot hundreds of times but being a creature of habit, I have never stopped to try, opting instead for Fenwick's (Oh! Fenwick's-- must write a review!)which is almost next door.  When I found a coupon in our Citipass book for a free sushi roll, I decided to give it a try.

Unassuming atmosphere, which I appreciate.  Generally, when I dine, I am looking for a food experience, espeically in this price-point.  They have a very limited wine list, and a very limited beer selection, no cocktails!  Which, again, is all fine... who can't enjoy a Tsing Tao?

We ordered a spicy tuna roll, a summer roll (special roll of the evening), and a crunchy roll.  My husband enjoyed all of them.  I, on the other hand, don't love spicy mayo on all of my rolls, so I enjoyed but did not love.  But, for the price, it is definitely worth a try.  I fear I have turned into a sushi snob :(

Our service was fine.

Tip-- Wear a sweater!  It was freezing in there!",3,OQT9DjfBrzrwOEdVJjuYIA
268,67Dl9MQcSUNU0OqgsaFs_w,0,2014-10-14,0,rsZQTvCkoVloY7i5M_DQtA,5,"I grew up in Glendale and my parents would have Friday Pizza night, where we would get take out from Pullano's. I now live within proximity of Manhattan and have access to really great pizza. I try to swing by Pullano's when I am back in town, and I have to say that that the pizza still holds up after all of this time. It's nothing like the New York style pizza, but it's always really good. They have a thick crust, with a house made tomato sauce (that at times can be on the sweet side). They have a tendency to overdo it with the cheese but it still comes together well. I think it's a testament to the fresh ingredients. Overall, the menu is expansive and does not disappoint. See you guys next time I am in town!",0,D0rMhllY0wFtifIsDQYM4A
588,2X5I7wY_bqYWOub-q2Ba3Q,0,2015-09-16,0,6TfdJodXZ94VyV2z3xg-OQ,5,"Awesome home cooked style food! What a little gem we found! The outside is a little off putting but once you go in its a completely different situation.

Service was great ! Friendly professional classy staff and great priced filling traditional food!  

Cabbage rolls - saucy simple and tasty 

Perigees- loved the potato ones!! 

Schnitzel- tender, not oily, tasty  

Very fresh ingredients ... Really satisfied our home cooked craving",2,kBNFdviedCPFWyR-wVaAzw
334,VvSmE1NnTjnaTPHT0WrCaQ,2,2010-10-08,0,K8rhK9yIKeQxNb72ILiTjw,2,"I finally went to King's Cafe after it was recommended to me by a lot of other people.

I had sampled some of their very delicious appetizers at the Vegetarian Food Fair last month, so I was excited to try an entree. Well... I had the Soy Fritters with Curry Rice, and I don't know if it was just the wrong dish to order or what, but I didn't think it was very good. Fried tofu gluten fritters with carrots, potatoes, beans and cauliflower sounded so yummy but it wasn't.

The only thing I really enjoyed the flavour of was the potatoes, because they seemed to have taken on the most of the curry flavour, the veggies and soy/gluten stuff weren't very flavourful. I needed some hot sauce for sure.

At least it was on the Special Order menu so it was only 5.99, some of the other items were 10-13.

They also wouldn't let me plug in my laptop and were generally kindof rude. so, eh. Not very enthused.",2,YgavGxfAdjhkkbwlAY_9ZQ
953,iA8Ve2sZKN5Vz3mYKrtCaQ,0,2010-12-01,0,BXmdY7qWBrzkbvXI10Q6YQ,2,"got take out. nothing to write home about. i guess everything is relative, but this food was less than mediocre... sorry.",0,0YPdUJV5Lex9OiHt32XdIQ
847,PBEUEK39haiJhQzuW4tnYQ,0,2012-02-20,0,KR7aBnvDZZcVztymr89eBQ,1,"Went for a special occasion and let them know in advance, asked for a nice table, we were put in a corner in a cold area was so cold my shoulders hurt and feet were like ice, when I asked to move they were reluctant even though the place was far from full, they did move us however next to a drafty door. The waiter comes out overly friendly, with phoney smile as others on the staff. The truffel soup was like a bowl of salt water.  The Pasta dish was cheap dumplings with frozen peas and 2 mexican shrimps chopped up so small and yes a lot of salt. The Salmon  was bland but the mashed cauliflower under it was salty and not cooked all the way, the broclii was burned, we left half of our meals on our plates and no one asked why? The service was horrible we constantly had to ask the bus person to find us the waiter. Way Way overpriced and an added 18% service charge for poor service. They never said, thanks good bye or come again. I read so much good about The Farms that I really wanted to go, but it is a Never Again, does not deserve a 2nd chance, $180.00 for 2 and did not eat and 2 beverages. Also my stomach was very uncomforatable from so much salt,  I felt very nausiated.",2,Xv1ugZIyou8tslXkOm-TjQ
506,RJxkhoGxTsz545_sTlDdFA,0,2014-07-01,0,cEQ9swcZ_L0GMCKI0UtItQ,2,"Pad thai (beef)
- The beef used was tough and chewy. The pad thai was too saucy. Lunch special for pad thai is 6.59.",0,UGW-9bbBEB3eP1o6mWD_WA
561,bhqOSajw2x1NLQxijsDVcg,0,2015-06-30,3,jGP_qD_mWEqh53kA0njMHw,1,"WAYYYYY too much hype about this place!! Seriously though... No seriously. 

Only good thing about this place is how they are good at making the portions look decent in the photos lol

Service: 
the waitress was no offense an airhead she was so distracted looking around at people seemed to have a bad case of ADHD

She knew nothing about her drinks list or about the food ... Was gone when we kept trying to order more food (we had to order with the bar back because she took so long to show up)



FOOD: 
Tater tots :  meh not worth it 
Cauliflower app: meh over cooked and nothing special 
Corn bread: alright but really not worth it .... Unless you are feeding tweety bird. 


Kentucky handshake sandwich: not worth the price (it's literally Kentucky fried chicken ... Like might as well go there and pay $6 instead of basically $15 to look at some arm ) lol 

Chicken and Waffles : portion is not worth it flavor was alright nothing mind blowing (go to the Kensington market one ... WAYYY better and much more for your money) 
 
Red Funnel cake : save your money .... Tiny over cooked and completely over drizzled with icing ... Yuck  worst thing I have ever had in the funnel cake department.


We ordered more food but honestly don't waste your time ... Just go somewhere else.... Not worth even going on about how bad it was.",1,kBNFdviedCPFWyR-wVaAzw
451,8AWnAA7aUk8OO5oLz8yvQQ,0,2017-06-11,0,40zwgvZe5LKT9zV1USU4AA,1,"After reading a description of this restaurant in the newspaper, I was very excited to take my mother, daughters, and sister for brunch. We were all very disappointed in both the food and the service. It took an hour to get our food.  My sister and I both ordered a medium rare cheeseburger that came out well done and dry. The burgers had no sauce, and were mediocre. My mother ordered pancakes, and they were rather dense and tasteless.  We agreed that none of us will be returning to this restaurant.",1,5ZkOBQ9pM4S8LwG47JQRCw
664,MHq5Ly9ZMbCgnP3PoQJbVQ,0,2013-06-02,0,A81anZNTSjxVaFa-TiBvBQ,4,"awesome looking theatre!  I love the way it's laid out.  We went to watch a ""Lead and Succeed"" business seminar and it was cool.  Food is really overpriced though.",0,q3AiAe-AcpDrNsdZf8nCvQ
741,1yYPKKy7m2ssL8ydD3s1Hw,0,2013-04-13,1,9Tbqg3Nv7EyLxUv-ABfjwA,5,"Bought a used beetle at a dealer out of state and had a small problem with it on the way home.  Called San Tan VW service department the next day and was pleasantly surprised how friendly the people were on the phone.  I took the vehicle there the same day and was greeted by Jeff Aguilar in service who looked at the car and called me within the hour with the diagnosis.  The next day, the car was ready, fixed right and freshly washed. They even worked with the dealer in California that I bought the car from for payment.  I will be bringing the car back for regular maintenance without hesitation.  Thanks and keep up the good work!",1,KCBYSNE6t_Nk7zOa8RQVPA
720,nTfMW-YzJbOY99vZea6B7w,1,2011-04-23,5,S9lAaQEDzM38K5uy6pbrjw,1,"Helen's was terrible.  I got magic straight at Helens I think I paid $150 ish and she did not know what she was doing.  & kept blaming me, and kind of made me feel stupid my korean was not on par with hers.  

Then when I called to tell her it didn't come out she had me come in again.  Attempted it again but given she doesn't know what she's doing obviously it didn't come out.  

She also laughed when I asked her to cut my white husband's hair.  Told me to go to a white salon.  I thought she was really rude.  Hair city is waaaaay better.  623) 847-0308

Hair city has on multiple occasions successfully straightened my hair (hair city did give me a funky hair cut once)",12,WgbbxTRIy7MwDKn7nL5WKQ
144,zz3CqZhNx2rQ_Yp6zHze-A,1,2011-03-12,1,zNu5ytMhNJ9N70AF04X9rg,5,"I am in love...

How do I know? I paid $22 for a burger lunch and am absolutely ok with it.

Grindhouse is serious carnivore territory.

The first thing to stand out, though, was my drink. I went for my usual diet cola and I got, ""Sorry we don't have anything with aspartame."" In fact, you shouldn't go there expecting to get your go-to big brand soft drink at all. Well, well, well I better go for something really interesting then. Boylan's Birch Beer - a root beer drink, sweetened with cane sugar, with pure vanilla extract and only one preservative (sodium benzoate, typically used in soft drinks and other acidic preserves). Their amazing dedication to fresh and natural ingredients obviously did not end there.

All of the ingredients are local and fresh, the burger meat comes from naturally raised livestock and is Genetically Modified Organism, hormone and antibiotic-free. You will not find anything that has refined sugars, or artificial sweeteners (hence the lack of Coca-Cola and Pepsi on the premises). They literally prepare everything in-house. The buns are made there and they also make the ketchup and mustard themselves, right in the back kitchen. The ""fresh and never frozen"" attitude is not good enough here; if you're going to do it, do it right.

Their burger creations are unique and creative; a turkey burger with black truffles and cranberries, yes they do have a veggie burger and it's soy-free and, my choice, the black and blue burger are just a few of the menu items. I was presented with a Cajun spiced beef patty smothered in blue cheese sauce and cooked only to medium, with a side of onion rings (who was I kidding with that diet cola anyway).

If you can be sure of the meat quality, requesting a burger cooked less than well-done will give you much more flavour and a better texture. On my first bite there was an immediate rush of barbecue charcoal flavour emanating from the patty; it tasted like summertime. The blue cheese sauce was mild and, considering the Cajun description, it was spiced, not spicy. The onion rings were huge and somehow satisfyingly greasy but unbelievably crispy.

I actually don't often talk about presentation because, frankly, it's all about the taste for me. I have eaten enough beautiful yet disappointing and ugly yet amazing dishes to spend much time considering plating. However, the simple beauty of this burger and onion rings dish was lovely - just a white plate and a burger, without a toothpicked-pickle piercing the bun. Lovely.

Much like my University professors, I hesitate to give out a ""perfect"" score and I can't on good conscious say that this was the very best burger in the city, but - a big but - they gave me something pretty darn close to the best burger around and the attention paid to good, fresh and healthful ingredients truly impressed me.

Their name might be harsh and gory, but you'll find burger-fare inside that is gentle and kind to you and your body.",3,YHWsLBS8jzZiPjKHMFOaAA
594,sRDw4UPBfAirFNDadX6Qxg,0,2015-10-29,0,oAs_M1he26KksaaOjzwSQw,5,"Highly recommend this place if your looking for a dedicated, experienced, professional who really listens and goes above and beyond to get the job done! Everyone is extremely helpful positive and kind. 

 I started coming to Myodetox after my boyfriend always telling me about how his whole volleyball team loves Boris and his magical fixing hands. I was not disappointed! 

At first I was going to Boris to help with tightness in my hamstrings, hips and shoulders. Results were often immediate and helped me achieve better form and dig deeper in my workouts. 


After my car accident and suffering from some serious whiplash and  a terrible concussion Boris really dedicated his time to help me. 

He informed me on what to expect with concussions and whiplash and how to overcome my daily obstacles while being rehabilitated 

They do a lot of services here! It's like the one stop shop for anyone's needs! I have had Physio, massage, acupuncture, cupping, and even things on vestibular rehabilitation. The list really just keeps going. 

I still have a long way to go but I have made some incredible progress which I owe all to Myodetox! 

Through my experiences thus far I can honestly say Myodetox really will bring back the new you",2,kBNFdviedCPFWyR-wVaAzw
